"source","target","weight","p"
"adeL","Escherichia_coli_EF-Tu_mutants_conferring_resistance_to_kirromycin",0.512839098775033,1.37306348516726e-07
"Ruminococcus_bromii","Enterococcus_faecium_liaR_mutant_conferring_daptomycin_resistance",0.898074803284911,0
"Escherichia_coli_UhpT_with_mutation_conferring_resistance_to_fosfomycin","basS",0.562255298611849,2.71217959184568e-09
"Streptomyces_venezuelae_rox","basS",0.506236812052775,2.21691828912494e-07
"rphB","basS",0.574641437832435,9.07041191846202e-10
"bmr","basS",0.616788144091672,1.52211969241156e-11
"adeI","basS",0.590253396743745,2.12394474114598e-10
"golS","basS",0.526490362997454,4.97074520612429e-08
"vanXY_gene_in_vanG_cluster","basS",0.628404511131658,4.37780882861207e-12
"vanV_gene_in_vanB_cluster","basS",0.626325904807601,5.48994542927835e-12
"mtrA","basS",0.637838608164399,1.53148656248686e-12
"RanB","basS",0.607068307864173,4.12587027500888e-11
"tetA(60)","basS",0.601795344623824,6.96291296225442e-11
"rosB","basS",0.619591371834855,1.13316943101071e-11
"tetB(60)","basS",0.684786108483964,6.76437845461157e-15
"tetA(46)","basS",0.542177504517386,1.4548976136442e-08
"emrY","basS",0.656017120558584,1.81625096539253e-13
"cmlv","basS",0.579283622950483,5.92296500328606e-10
"LpxA","basS",0.658003198712436,1.44557780051284e-13
"Clostridioides_difficile_murG_with_mutation_conferring_resistance_to_vancomycin","basS",0.69058092396706,0
"Klebsiella_pneumoniae_KpnH","basS",0.562991998950829,2.54424602724534e-09
"Staphylococcus_aureus_rpoB_mutants_conferring_resistance_to_rifampicin","basS",0.60297223258749,6.20694811454506e-11
"PvrR","basS",0.607452766839557,3.96840782058452e-11
"tet(W/N/W)","basS",0.743619511357246,0
"tet(35)","basS",0.659758991477021,1.13823410981672e-13
"Pseudomonas_aeruginosa_CpxR","basS",0.542103264070788,1.4633437216438e-08
"Klebsiella_mutant_PhoP_conferring_antibiotic_resistance_to_colistin","basS",0.659063354399377,1.26021297236599e-13
"arlS","basS",0.601826977434328,6.94379710325551e-11
"lmrD","basS",0.632590477413204,2.76183774263115e-12
"Escherichia_coli","basS",0.554951679513183,5.07547695940036e-09
"PWY_6470","basS",-0.505466734824389,2.34024341153139e-07
"basS","Escherichia_coli_UhpT_with_mutation_conferring_resistance_to_fosfomycin",0.562255298611849,2.71217959184568e-09
"Streptomyces_venezuelae_rox","Escherichia_coli_UhpT_with_mutation_conferring_resistance_to_fosfomycin",0.503803165197091,2.63055349004941e-07
"rphB","Escherichia_coli_UhpT_with_mutation_conferring_resistance_to_fosfomycin",0.5186479110209,8.94414033910716e-08
"bmr","Escherichia_coli_UhpT_with_mutation_conferring_resistance_to_fosfomycin",0.602451015578566,6.52800482693426e-11
"adeI","Escherichia_coli_UhpT_with_mutation_conferring_resistance_to_fosfomycin",0.578308294275104,6.47220385774085e-10
"golS","Escherichia_coli_UhpT_with_mutation_conferring_resistance_to_fosfomycin",0.587477496630007,2.7592219351826e-10
"vanXY_gene_in_vanG_cluster","Escherichia_coli_UhpT_with_mutation_conferring_resistance_to_fosfomycin",0.664272275434183,6.41166692961634e-14
"vanV_gene_in_vanB_cluster","Escherichia_coli_UhpT_with_mutation_conferring_resistance_to_fosfomycin",0.573022370635526,1.04898271916781e-09
"mtrA","Escherichia_coli_UhpT_with_mutation_conferring_resistance_to_fosfomycin",0.59168743823343,1.85371617642236e-10
"RanB","Escherichia_coli_UhpT_with_mutation_conferring_resistance_to_fosfomycin",0.63483524533459,2.14905467545191e-12
"tetA(60)","Escherichia_coli_UhpT_with_mutation_conferring_resistance_to_fosfomycin",0.642550332345342,8.92700839589458e-13
"rosB","Escherichia_coli_UhpT_with_mutation_conferring_resistance_to_fosfomycin",0.541905570612267,1.48701031791597e-08
"tetB(60)","Escherichia_coli_UhpT_with_mutation_conferring_resistance_to_fosfomycin",0.592004925146207,1.79916329763604e-10
"tetA(46)","Escherichia_coli_UhpT_with_mutation_conferring_resistance_to_fosfomycin",0.53864526530772,1.9363357990742e-08
"emrY","Escherichia_coli_UhpT_with_mutation_conferring_resistance_to_fosfomycin",0.63876682588556,1.3779361957614e-12
"cmlv","Escherichia_coli_UhpT_with_mutation_conferring_resistance_to_fosfomycin",0.621119632934086,9.62171726408189e-12
"LpxA","Escherichia_coli_UhpT_with_mutation_conferring_resistance_to_fosfomycin",0.604896175907287,5.1383251978135e-11
"Clostridioides_difficile_murG_with_mutation_conferring_resistance_to_vancomycin","Escherichia_coli_UhpT_with_mutation_conferring_resistance_to_fosfomycin",0.651105216906027,3.26502052907412e-13
"Klebsiella_pneumoniae_KpnH","Escherichia_coli_UhpT_with_mutation_conferring_resistance_to_fosfomycin",0.657142349794244,1.5994680327677e-13
