"source","target","weight","p"
"Ruminococcus_bromii","Enterococcus_faecium_liaR_mutant_conferring_daptomycin_resistance",0.825798830618367,4.36278647868859e-14
"Gemmiger_formicilis","oleC",0.52737230588332,0.000247884809565193
"macB","TaeA",0.702577489242,1.24794809315846e-08
"tetA(P)","TaeA",0.542903567659131,0.000128546584943292
"Blautia_obeum","TaeA",0.549998941261327,9.43608841304478e-05
"Blautia_faecis","TaeA",0.526684578547683,0.000254926284576131
"tsnR","vanR_gene_in_vanB_cluster",0.651610970484707,4.27814784083879e-07
"tetA(P)","vanR_gene_in_vanB_cluster",0.901716505408091,0
"Blautia_obeum","vanR_gene_in_vanB_cluster",0.774843791549523,2.14681046230267e-11
"Blautia_faecis","vanR_gene_in_vanB_cluster",0.604592799641544,6.51218084621106e-06
"ASPASN_PWY","vanR_gene_in_vanB_cluster",0.721352819528282,3.02340711440999e-09
"GLYCOLYSIS_E_D","vanR_gene_in_vanB_cluster",0.584003344800167,1.88610870198249e-05
"P161_PWY","vanR_gene_in_vanB_cluster",0.575767240349012,2.83580701767504e-05
"P461_PWY","vanR_gene_in_vanB_cluster",0.631403188536964,1.45358800283858e-06
"PENTOSE_P_PWY","vanR_gene_in_vanB_cluster",0.596371769422099,1.00168534496418e-05
"PWY_5840","vanR_gene_in_vanB_cluster",0.542834553448333,0.000128867843862309
"PWY_5989","vanR_gene_in_vanB_cluster",0.519240167059463,0.000342509535969942
"PWY_6147","vanR_gene_in_vanB_cluster",0.549258134057975,9.75284378562794e-05
"PWY_6519","vanR_gene_in_vanB_cluster",0.551760850132146,8.73681913660585e-05
"PWY_7663","vanR_gene_in_vanB_cluster",0.510561582537029,0.000480228544637377
"PWY0_1297","vanR_gene_in_vanB_cluster",0.556768687656083,6.97289534078016e-05
"PWY0_1298","vanR_gene_in_vanB_cluster",0.571086973201673,3.56437328818888e-05
"PWY0_1477","vanR_gene_in_vanB_cluster",0.641106825932995,8.17185181668944e-07
"PWY4FS_7","vanR_gene_in_vanB_cluster",0.54235794255321,0.00013143953232171
"PWY4FS_8","vanR_gene_in_vanB_cluster",0.542404750680588,0.00013122120928302
"PWY66_409","vanR_gene_in_vanB_cluster",0.610416887105944,4.75742325263829e-06
"PYRIDNUCSAL_PWY","vanR_gene_in_vanB_cluster",0.608700059952942,5.22368800103546e-06
"ANAGLYCOLYSIS_PWY","vanR_gene_in_vanB_cluster",0.723913129010824,2.48159948546718e-09
"ARGSYNBSUB_PWY","vanR_gene_in_vanB_cluster",0.731516213357381,1.31934991276732e-09
"ARO_PWY","vanR_gene_in_vanB_cluster",0.724049374140438,2.45974318537826e-09
"COA_PWY","vanR_gene_in_vanB_cluster",0.720679497127659,3.18397291706015e-09
"COA_PWY_1","vanR_gene_in_vanB_cluster",0.722679301700011,2.73333226528751e-09
"COMPLETE_ARO_PWY","vanR_gene_in_vanB_cluster",0.717096401806565,4.18113492489445e-09
"DTDPRHAMSYN_PWY","vanR_gene_in_vanB_cluster",0.75264720080597,1.97717564994877e-10
"GLYCOGENSYNTH_PWY","vanR_gene_in_vanB_cluster",0.73220352742146,1.24314203466591e-09
"HISTSYN_PWY","vanR_gene_in_vanB_cluster",0.712431255297973,5.93509024942358e-09
"NONMEVIPP_PWY","vanR_gene_in_vanB_cluster",0.729099371686667,1.62025452354078e-09
"PANTO_PWY","vanR_gene_in_vanB_cluster",0.737895668811084,7.54151200110859e-10
"PANTOSYN_PWY","vanR_gene_in_vanB_cluster",0.731393403949292,1.33029118431024e-09
"PEPTIDOGLYCANSYN_PWY","vanR_gene_in_vanB_cluster",0.723341301863389,2.59871050430317e-09
"PWY_3841","vanR_gene_in_vanB_cluster",0.704225237574647,1.09882128210157e-08
"PWY_5097","vanR_gene_in_vanB_cluster",0.712758217172958,5.78078264867656e-09
"PWY_5686","vanR_gene_in_vanB_cluster",0.723059657148389,2.65390417047423e-09
"PWY_6151","vanR_gene_in_vanB_cluster",0.710382384649701,6.9176415758899e-09
"PWY_6163","vanR_gene_in_vanB_cluster",0.722078365197922,2.86140864736142e-09
"PWY_6385","vanR_gene_in_vanB_cluster",0.721745167471753,2.9348462021846e-09
"PWY_6386","vanR_gene_in_vanB_cluster",0.723920579368767,2.48159948546718e-09
"PWY_6387","vanR_gene_in_vanB_cluster",0.721980932856302,2.87984413292309e-09
"PWY_6470","vanR_gene_in_vanB_cluster",0.617343390452044,3.24190656980641e-06
"PWY_6700","vanR_gene_in_vanB_cluster",0.741617975361063,5.41821401725749e-10
"PWY_7238","vanR_gene_in_vanB_cluster",0.733299345273342,1.13036916990308e-09
"PWY_7790","vanR_gene_in_vanB_cluster",0.723059657148389,2.65390417047423e-09
"PWY_7791","vanR_gene_in_vanB_cluster",0.723059657148389,2.65390417047423e-09
"PWY_7851","vanR_gene_in_vanB_cluster",0.721320246465986,3.02795598070037e-09
