"source","target","weight","p"
"Pseudomonas_aeruginosa_CpxR","Escherichia_coli_EF-Tu_mutants_conferring_resistance_to_kirromycin",0.621985562025809,5.73932570027278e-09
"Ruminococcus_bromii","Enterococcus_faecium_liaR_mutant_conferring_daptomycin_resistance",0.966166468683663,0
"Gemmiger_formicilis","oleC",0.524485450406893,4.44348792966164e-06
"emrY","basS",0.533704194922206,2.60428076608532e-06
"Clostridioides_difficile_murG_with_mutation_conferring_resistance_to_vancomycin","basS",0.538756865494648,1.92175682168842e-06
"PvrR","basS",0.504961213083682,1.3166642648705e-05
"adeI","Escherichia_coli_UhpT_with_mutation_conferring_resistance_to_fosfomycin",0.50620037029047,1.23539353733386e-05
"tetB(60)","Escherichia_coli_UhpT_with_mutation_conferring_resistance_to_fosfomycin",0.578402026541739,1.48207040649996e-07
"tetA(46)","Escherichia_coli_UhpT_with_mutation_conferring_resistance_to_fosfomycin",0.564807280443096,3.73999164981624e-07
"Clostridioides_difficile_murG_with_mutation_conferring_resistance_to_vancomycin","Escherichia_coli_UhpT_with_mutation_conferring_resistance_to_fosfomycin",0.577440197757641,1.58162611075326e-07
"vanR_gene_in_vanB_cluster","TaeA",0.50785927862047,1.12850495805924e-05
"tetA(P)","TaeA",0.707612121716472,1.63846869977416e-12
"Blautia_obeum","TaeA",0.558046715220696,5.7891202503528e-07
"TaeA","vanR_gene_in_vanB_cluster",0.50785927862047,1.12850495805924e-05
"tsnR","vanR_gene_in_vanB_cluster",0.510393831066644,9.82582694122004e-06
"Escherichia_coli_UhpT_with_mutation_conferring_resistance_to_fosfomycin","adeI",0.50620037029047,1.23539353733386e-05
"almE","adeI",0.565211004359395,3.64107479739867e-07
"vanXY_gene_in_vanG_cluster","adeI",0.549807717100542,9.76643774508096e-07
"tetB(60)","adeI",0.589010786429564,6.98176370390125e-08
"emrY","adeI",0.670351251963073,8.08210948328765e-11
"Clostridioides_difficile_murG_with_mutation_conferring_resistance_to_vancomycin","adeI",0.51166680043457,9.18326398596233e-06
"PvrR","adeI",0.541962788258453,1.58591595221605e-06
"tet(W/N/W)","adeI",0.70694861925063,1.75901213180184e-12
"tet(T)","Planobispora_rosea_EF-Tu_mutants_conferring_resistance_to_inhibitor_GE2270A",0.848357296862631,0
"mtrC","Planobispora_rosea_EF-Tu_mutants_conferring_resistance_to_inhibitor_GE2270A",0.878779440704188,0
"Dorea_sp_AF24_7LB","Planobispora_rosea_EF-Tu_mutants_conferring_resistance_to_inhibitor_GE2270A",0.794120032403602,0
"adeI","almE",0.565211004359395,3.64107479739867e-07
"vanXY_gene_in_vanG_cluster","almE",0.540792970085262,1.69838371044245e-06
"vanH_gene_in_vanP_cluster","almE",0.57607608161249,1.74040331181868e-07
"rosB","almE",0.674397724816383,5.45419329554805e-11
"tetA(46)","almE",0.704976199028514,2.19617168723607e-12
"cmlv","almE",0.529360626913121,3.35042138128532e-06
"adeL","almE",0.501732454457017,1.56670539403213e-05
"PvrR","almE",0.560434401711429,4.95316111770187e-07
"tet(W/N/W)","almE",0.535345008001134,2.36397077450849e-06
"Erm(37)","almE",0.638524400345081,1.43879730981845e-09
"Pseudomonas_aeruginosa_CpxR","almE",0.644397896324089,8.61997987382171e-10
"lmrD","almE",0.60173306909282,2.75864506561524e-08
"Lachnospiraceae_bacterium","almE",-0.571047400343512,2.45395784329126e-07
"adeI","vanXY_gene_in_vanG_cluster",0.549807717100542,9.76643774508096e-07
"almE","vanXY_gene_in_vanG_cluster",0.540792970085262,1.69838371044245e-06
"PvrR","vanXY_gene_in_vanG_cluster",0.542468271061424,1.53836903789206e-06
"tet(W/N/W)","vanXY_gene_in_vanG_cluster",0.731431628198253,9.89155660035413e-14
"Erm(37)","vanXY_gene_in_vanG_cluster",0.583840561294948,1.00858554751371e-07
"tetA(58)","OprN",0.542633776706949,1.52430365653168e-06
"vanH_gene_in_vanP_cluster","RanB",0.505942232561001,1.25315207391459e-05
"tetA(46)","RanB",0.57534236861837,1.83114938151679e-07
"TolC","bcr-1",0.774959697250256,0
"ASPASN_PWY","bcr-1",0.51338898962178,8.35536548262932e-06
"ANAGLYCOLYSIS_PWY","bcr-1",0.50123027254623,1.6081350084938e-05
"ARO_PWY","bcr-1",0.501609154416566,1.5762790526991e-05
"COMPLETE_ARO_PWY","bcr-1",0.501601420589256,1.5763103456204e-05
"almE","vanH_gene_in_vanP_cluster",0.57607608161249,1.74040331181868e-07
"RanB","vanH_gene_in_vanP_cluster",0.505942232561001,1.25315207391459e-05
"tetA(46)","vanH_gene_in_vanP_cluster",0.596788397192095,3.94361220937444e-08
"lmrD","vanH_gene_in_vanP_cluster",0.597935158274671,3.62286371052637e-08
"tetA(P)","macB",0.518372556177414,6.33354751917999e-06
"Planobispora_rosea_EF-Tu_mutants_conferring_resistance_to_inhibitor_GE2270A","tet(T)",0.848357296862631,0
"mtrC","tet(T)",0.833777494841548,0
"Dorea_sp_AF24_7LB","tet(T)",0.834400854683885,0
"Lachnospiraceae_bacterium_Marseille_Q4251","mecC",0.516924064379271,6.87215008254599e-06
"Anaerobutyricum_hallii","vanR_gene_in_vanF_cluster",0.84279420165975,0
"IreK","Staphylococcus_aureus_ileS_with_mutation_conferring_resistance_to_mupirocin",0.977698051648984,0
"patA","Staphylococcus_aureus_ileS_with_mutation_conferring_resistance_to_mupirocin",0.97673208099059,0
"Catenibacterium_SGB4425","Staphylococcus_aureus_ileS_with_mutation_conferring_resistance_to_mupirocin",0.961745245385002,0
"ASPASN_PWY","Staphylococcus_aureus_ileS_with_mutation_conferring_resistance_to_mupirocin",-0.506734718234668,1.20086564358898e-05
"GLYCOLYSIS_E_D","Staphylococcus_aureus_ileS_with_mutation_conferring_resistance_to_mupirocin",-0.530871884663414,3.078063583822e-06
"PWY_6147","Staphylococcus_aureus_ileS_with_mutation_conferring_resistance_to_mupirocin",-0.510924163427596,9.55790489253036e-06
"PWY4FS_7","Staphylococcus_aureus_ileS_with_mutation_conferring_resistance_to_mupirocin",-0.586751486815217,8.19863769712661e-08
"PWY4FS_8","Staphylococcus_aureus_ileS_with_mutation_conferring_resistance_to_mupirocin",-0.58675064584804,8.19863769712661e-08
"ANAGLYCOLYSIS_PWY","Staphylococcus_aureus_ileS_with_mutation_conferring_resistance_to_mupirocin",-0.503434472382579,1.43067972862776e-05
"COA_PWY","Staphylococcus_aureus_ileS_with_mutation_conferring_resistance_to_mupirocin",-0.506263901844031,1.231450152526e-05
"COA_PWY_1","Staphylococcus_aureus_ileS_with_mutation_conferring_resistance_to_mupirocin",-0.501541986556896,1.58092155202788e-05
